지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
174,2019-05-21 11:00,19.5,,4.1,320,42,9.5,6.2,988.9,1007.8,1,,,,,0,,,1634,,,26.9,,,,
174,2019-05-21 12:00,21.5,,4.4,340,36,9.2,5.7,988.2,1007,1,,,,,0,,,1917,,,29.4,,,,
174,2019-05-21 13:00,22.3,,4,320,39,10.4,7.6,988.1,1006.8,1,,,,,0,,,1776,,,29.9,,,,
174,2019-05-21 14:00,23.1,,3.1,320,40,11.2,8.7,987.7,1006.3,1,,,,,0,,,1691,,,30.8,,,,
174,2019-05-21 15:00,23,,5,340,30,8.4,4.4,987.2,1005.8,1,,,,0,0,,,1954,,,28.6,,,,
174,2019-05-21 16:00,23.1,,4.4,340,31,8.7,5,986.7,1005.3,1,,,,0,0,,,1890,,,26.6,,,,
174,2019-05-21 17:00,22.8,,3.3,320,33,9.1,5.6,986.6,1005.2,1,,,,0,0,,,1786,,,24.1,,,,
174,2019-05-21 18:00,21.7,,3.1,320,31,8,3.8,987.1,1005.9,1,,,,0,0,,,1796,,,18.6,,,,
174,2019-05-21 19:00,19.6,,2,340,36,8.2,4.1,987.4,1006.4,.9,,,,0,0,,,1850,,,15.6,,,,
174,2019-05-21 20:00,16.2,,.3,0,51,9.3,6,988,1007.2,0,,,,0,0,,,1773,,,14.2,,,,
174,2019-05-21 21:00,12.7,,.5,270,70,10.2,7.3,988.7,1008.2,,,,,0,0,,,1672,,,12.8,,,,
174,2019-05-21 22:00,11.1,,.7,110,80,10.5,7.7,989.2,1008.9,,,,,0,0,,,1480,,,11.7,,,,
174,2019-05-21 23:00,9.7,,.4,0,88,10.6,7.8,989.2,1009,,,,,0,0,,,1349,,,10.9,,,,
174,2019-05-22 00:00,8.8,,.5,290,92,10.4,7.5,989.1,1008.9,,,,,0,0,,,1213,,,10.1,,,,
174,2019-05-22 01:00,8.2,,.3,0,94,10.2,7.2,988.5,1008.3,,,,,0,0,,,1333,,,9.6,,,,
174,2019-05-22 02:00,7.8,,.5,70,97,10.2,7.3,988.4,1008.3,,,,,0,0,,,1136,,,9.1,,,,
174,2019-05-22 03:00,7.4,,.6,290,97,9.9,6.9,988.4,1008.3,,,,,0,0,,,1234,,,8.8,,,,
174,2019-05-22 04:00,7.1,,.5,140,95,9.5,6.3,988.7,1008.6,,,,,0,0,,,1269,,,8.4,,,,
174,2019-05-22 05:00,6.9,,.5,320,93,9.2,5.8,989,1009,,,,,0,0,,,1336,,,7.9,,,,
174,2019-05-22 06:00,6.5,,.1,0,98,9.5,6.2,989.4,1009.4,0,,,,0,0,,,1004,,,8,,,,
174,2019-05-22 07:00,9.9,,.3,0,89,10.8,8.1,989.6,1009.4,.3,,,,0,0,,,1192,,,9.6,,,,
174,2019-05-22 08:00,13.7,,.6,200,73,11.4,8.9,989.6,1009,.8,,,,0,0,,,1533,,,16.4,,,,
174,2019-05-22 09:00,18.3,,.9,180,56,11.7,9.3,989.4,1008.4,.9,,,,0,0,,,1468,,,23.3,,,,
174,2019-05-22 10:00,21.6,,1.3,110,44,11.3,8.8,989,1007.8,.9,,,,0,0,,,1644,,,28.3,,,,
174,2019-05-22 11:00,23.6,,1.3,250,41,11.9,9.5,988.7,1007.3,1,,,,,0,,,1587,,,31.9,,,,
174,2019-05-22 12:00,25.3,,1.6,110,35,11.2,8.7,988.3,1006.9,1,,,,0,0,,,1855,,,33.4,,,,
174,2019-05-22 13:00,26.4,,2.7,320,27,9.2,5.8,987.9,1006.4,1,,,,0,0,,,1899,,,34.2,,,,
174,2019-05-22 14:00,26.5,,2.6,320,27,9.3,5.9,987.5,1006,1,,,,0,0,,,1708,,,33.4,,,,
174,2019-05-22 15:00,27.2,,3.3,270,26,9.3,6,987,1005.4,1,,,,0,0,,,1873,,,32.3,,,,
174,2019-05-22 16:00,27.2,,3,290,25,9,5.4,986.5,1004.9,1,,,,0,0,,,1720,,,30,,,,
174,2019-05-22 17:00,27.2,,2.8,290,25,9,5.4,986.1,1004.5,1,,,,0,0,,,1675,,,27.7,,,,
174,2019-05-22 18:00,24.9,,3.2,200,41,12.9,10.7,986.2,1004.8,1,,,,0,0,,,1568,,,22,,,,
174,2019-05-22 19:00,22,,1.4,230,55,14.5,12.5,986.9,1005.6,.9,,,,0,0,,,1560,,,18.6,,,,
174,2019-05-22 20:00,17.1,,1,250,73,14.2,12.2,987.8,1006.9,0,,,,0,0,,,1479,,,16.6,,,,
174,2019-05-22 21:00,15.3,,.5,290,84,14.6,12.6,988.6,1007.9,,,,,0,0,,,1160,,,15.3,,,,
174,2019-05-22 22:00,14,,.4,0,90,14.3,12.3,989.3,1008.7,,,,,0,0,,,900,,,14.2,,,,
174,2019-05-22 23:00,12.8,,.2,0,97,14.3,12.3,989.5,1009,,,,,0,0,,,946,,,13.3,,,,
174,2019-05-23 00:00,11.7,,.3,0,100,13.7,11.6,989.5,1009.1,,,,,0,0,,,720,,,12.6,,,,
174,2019-05-23 01:00,11,,.8,270,100,13,10.9,989.9,1009.6,,,,,1,0,,,555,,,11.9,,,,
174,2019-05-23 02:00,10.6,,.1,0,100,12.7,10.5,990.2,1009.9,,,,,8,2,,40,493,,,11.9,,,,
174,2019-05-23 03:00,10.3,,.2,0,100,12.4,10.2,990.1,1009.8,,,,,7,3,,37,428,,,11.5,,,,
174,2019-05-23 04:00,10,,.1,0,100,12.2,9.9,990.4,1010.2,,,,,3,2,,37,407,,,10.9,,,,
174,2019-05-23 05:00,9.6,,.2,0,100,11.9,9.5,990.6,1010.4,,,,,0,0,,,400,,,10.3,,,,
174,2019-05-23 06:00,9.3,,.3,0,100,11.6,9.2,990.9,1010.7,0,,,,0,0,,,360,,,10.5,,,,
174,2019-05-23 07:00,11.8,,.2,0,95,13.1,11,990.9,1010.5,.2,,,,0,0,,,587,,,12.7,,,,
174,2019-05-23 08:00,16.2,,.8,180,81,14.9,12.9,990.9,1010.2,.6,,,,0,0,,,984,,,18.9,,,,
174,2019-05-23 09:00,22.3,,3.9,320,42,11.2,8.7,990.9,1009.7,.9,,,,0,0,,,1144,,,23.6,,,,
174,2019-05-23 10:00,24,,2.8,290,40,11.9,9.5,990.8,1009.4,.9,,,,0,0,,,1150,,,27.6,,,,
174,2019-05-23 11:00,25.8,,1.8,340,40,13.2,11.1,990.6,1009.2,1,,,,0,0,,,1332,,,32.7,,,,
174,2019-05-23 12:00,26.3,,2.8,270,42,14.3,12.3,990.5,1009.1,1,,,,0,0,,,1209,,,34.3,,,,
174,2019-05-23 13:00,26.6,,3.9,290,40,13.8,11.8,990.2,1008.7,1,,,,0,0,,,1184,,,33.9,,,,
174,2019-05-23 14:00,27.5,,4.2,270,38,13.9,11.9,989.7,1008.1,1,,,,,0,,,1616,,,34,,,,
174,2019-05-23 15:00,28.8,,3.9,340,28,11,8.4,989.4,1007.7,1,,,,,0,,,1649,,,33.6,,,,
174,2019-05-23 16:00,28.7,,4.3,320,28,10.9,8.3,989.3,1007.6,1,,,,,0,,,1563,,,32,,,,
174,2019-05-23 17:00,28.7,,3.1,320,30,11.8,9.4,989.1,1007.4,1,,,,0,0,,,1707,,,29.6,,,,
174,2019-05-23 18:00,28.3,,1.8,340,34,13,10.9,989.2,1007.6,1,,,,0,0,,,1647,,,23.5,,,,
174,2019-05-23 19:00,23.3,,.9,290,53,15.1,13.1,989.7,1008.4,1,,,,0,0,,,1742,,,20.2,,,,
174,2019-05-23 20:00,19.6,,.4,0,68,15.5,13.5,990.4,1009.5,0,,,,0,0,,,1581,,,17.8,,,,
174,2019-05-23 21:00,17.3,,.3,0,80,15.8,13.8,991.1,1010.3,,,,,0,0,,,,,,16.4,,,,
174,2019-05-23 22:00,15.7,,.1,0,88,15.7,13.7,991.7,1011,,,,,0,0,,,1155,,,15.3,,,,
174,2019-05-23 23:00,14.6,,.1,0,93,15.4,13.4,992,1011.5,,,,,0,0,,,1017,,,14.5,,,,
174,2019-05-24 00:00,13.7,,.4,0,97,15.2,13.2,991.8,1011.3,,,,,0,0,,,813,,,13.8,,,,
174,2019-05-24 01:00,13.1,,.1,0,100,15,13,992,1011.5,,,,,0,0,,,631,,,13.2,,,,
174,2019-05-24 02:00,12.5,,0,0,100,14.4,12.4,992.1,1011.7,,,,,0,0,,,522,,,12.7,,,,
174,2019-05-24 03:00,12.1,,.2,0,100,14,12,992,1011.6,,,,,5,0,,,447,,,12.4,,,,
174,2019-05-24 04:00,11.9,,.4,0,100,13.8,11.8,992.1,1011.7,,,,,0,0,,,331,,,12,,,,
174,2019-05-24 05:00,11.5,,.4,0,100,13.5,11.4,992.5,1012.2,,,,,0,0,,,342,,,11.6,,,,
174,2019-05-24 06:00,11.5,,.1,0,100,13.5,11.4,993.1,1012.8,0,,,,7,0,,,356,,,12.1,,,,
174,2019-05-24 07:00,14.2,,.1,0,96,15.5,13.5,993.6,1013,.1,,,,0,0,,,446,,,14.2,,,,
174,2019-05-24 08:00,16.9,,.4,0,82,15.8,13.8,993.9,1013.2,.6,,,,0,0,,,745,,,20.4,,,,
174,2019-05-24 09:00,22.4,,.4,0,64,17.3,15.2,994,1012.8,.9,,,,0,0,,,1049,,,26.7,,,,
174,2019-05-24 10:00,26.3,,1.8,180,41,13.9,11.9,993.9,1012.5,.8,,,,0,0,,,1447,,,30.9,,,,
174,2019-05-24 11:00,28,,2.7,320,38,14.3,12.3,993.9,1012.4,1,,,,0,0,,,1098,,,33.4,,,,
174,2019-05-24 12:00,28.7,,3.2,290,37,14.5,12.5,993.7,1012.1,1,,,,0,0,,,1158,,,34.7,,,,
174,2019-05-24 13:00,29.3,,5.9,270,35,14.2,12.2,993.4,1011.8,1,,,,0,0,,,1061,,,34.7,,,,
174,2019-05-24 14:00,29.7,,4.6,290,34,14.1,12.1,992.9,1011.3,1,,,,0,0,,,1157,,,36.6,,,,
174,2019-05-24 15:00,29.5,,4.9,290,34,13.9,11.9,992.6,1010.9,1,,,,0,0,,,1168,,,35.9,,,,
174,2019-05-24 16:00,30.1,,2.2,320,37,15.8,13.8,992.2,1010.6,1,,,,0,0,,,1255,,,35.9,,,,
174,2019-05-24 17:00,29,,2.9,320,36,14.4,12.4,992,1010.4,1,,,,0,0,,,1115,,,31.7,,,,
174,2019-05-24 18:00,27.5,,2.6,290,39,14.3,12.3,992.2,1010.7,1,,,,0,0,,,1103,,,24.7,,,,
174,2019-05-24 19:00,25.5,,1.8,340,44,14.3,12.3,992.5,1011.2,.7,,,,6,0,,,1159,,,21.2,,,,
174,2019-05-24 20:00,21.5,,1.1,360,58,14.8,12.8,993.2,1012.1,0,,,,1,0,,,1058,,,18.7,,,,
174,2019-05-24 21:00,,,,,,,,,,,,,,2,,,,1045,,,,,,,
174,2019-05-24 22:00,,,,,,,,,,,,,,3,,,,882,,,,,,,
174,2019-05-24 23:00,,,,,,,,,,,,,,6,,,,787,,,,,,,
174,2019-05-25 00:00,16.2,,0,0,85,15.6,13.6,994.6,1013.9,,,,,6,0,,,725,,,14.8,,,,
174,2019-05-25 01:00,15.2,,.2,0,90,15.5,13.5,994.6,1014.1,,,,,,0,,,642,,,14.1,,,,
174,2019-05-25 02:00,14.1,,.1,0,95,15.3,13.3,994.7,1014.2,,,,,0,0,,,546,,,13.3,,,,
174,2019-05-25 03:00,13.2,,0,0,99,15,13,994.7,1014.3,,,,,6,0,,,469,,,12.7,,,,
174,2019-05-25 04:00,12.7,,.3,0,100,14.6,12.6,995,1014.6,,,,,3,0,,,375,,,12.2,,,,
174,2019-05-25 05:00,12,,0,0,100,13.9,11.9,995.4,1015.1,,,,,3,0,,,381,,,11.7,,,,
174,2019-05-25 06:00,12.2,,.1,0,98,13.8,11.8,996,1015.7,0,,,,6,0,,,445,,,12.6,,,,
174,2019-05-25 07:00,14.8,,0,0,89,14.9,12.9,996.4,1015.9,.1,,,,8,1,,,527,,,15.9,,,,
174,2019-05-25 08:00,17,,.5,90,79,15.3,13.3,996.8,1016.1,0,,,,9,1,,,764,,,19.5,,,,
174,2019-05-25 09:00,21.8,,.5,180,66,17.2,15.1,997.1,1016.1,.2,,,,8,4,,74,918,,,25.6,,,,
174,2019-05-25 10:00,24.4,,2.2,290,42,12.8,10.6,997.1,1015.8,.3,,,,8,4,,71,1690,,,27.1,,,,
174,2019-05-25 11:00,25.6,,1.8,320,34,11.1,8.5,997.4,1016.1,.8,,,,8,1,,69,1941,,,30,,,,
174,2019-05-25 12:00,26.8,,2.7,340,32,11.2,8.7,997.1,1015.7,1,,,,8,1,,68,1739,,,32.5,,,,
174,2019-05-25 13:00,28.2,,1.8,340,37,14.1,12.1,996.7,1015.2,1,,,,7,0,,,1731,,,36.2,,,,
174,2019-05-25 14:00,28.7,,3,340,32,12.5,10.3,996.5,1015,1,,,,6,0,,,1838,,,38.3,,,,
174,2019-05-25 15:00,29.1,,2.6,290,35,14,12,996,1014.4,1,,,,8,2,,74,1711,,,38.4,,,,
174,2019-05-25 16:00,28.9,,1.6,320,36,14.3,12.3,995.7,1014.1,1,,,,,0,,,1885,,,33.9,,,,
174,2019-05-25 17:00,27.2,,1.4,320,48,17.3,15.2,995.8,1014.4,.2,,,,,0,,,1970,,,27.7,,,,
174,2019-05-25 18:00,24.9,,.9,290,64,20.1,17.6,995.9,1014.7,0,,,,,5,,73,1907,,,25.2,,,,
174,2019-05-25 19:00,22.6,,.2,0,74,20.2,17.7,996.4,1015.3,0,,,,10,10,,70,1796,,,22.4,,,,
174,2019-05-25 20:00,20.5,,.1,0,79,19,16.7,996.8,1015.9,0,,,,10,9,,73,1684,,,20.1,,,,
174,2019-05-25 21:00,18.7,,.4,0,84,18.1,15.9,997.3,1016.4,,,,,8,8,,66,1381,,,18.6,,,,
174,2019-05-25 22:00,17.6,,.5,270,90,18.1,15.9,997.5,1016.7,,,,,7,7,,71,1240,,,17.3,,,,
174,2019-05-25 23:00,16.5,,.2,0,95,17.7,15.6,997.5,1016.9,,,,,9,9,,67,1127,,,16.9,,,,
174,2019-05-26 00:00,15.9,,.4,0,98,17.6,15.5,997.4,1016.8,,,,,10,9,,64,911,,,16.3,,,,
174,2019-05-26 01:00,15.2,,.4,0,99,17,15,997.3,1016.8,,,,,10,10,,64,854,,,16.1,,,,
174,2019-05-26 02:00,14.9,,.4,0,100,16.8,14.8,997.4,1017,,,,,8,8,,63,704,,,15.6,,,,
174,2019-05-26 03:00,14.5,,.9,360,100,16.4,14.4,997.4,1016.9,,,,,9,9,,65,590,,,15.2,,,,
174,2019-05-26 04:00,14,,.8,290,100,15.9,13.9,997.4,1016.9,,,,,8,8,,64,484,,,14.5,,,,
174,2019-05-26 05:00,13.6,,.3,0,100,15.5,13.5,997.8,1017.4,,,,,6,6,,64,438,,,14.4,,,,
174,2019-05-26 06:00,13.5,,.3,0,100,15.4,13.4,998.2,1017.8,0,,,,8,8,,62,457,,,14.1,,,,
174,2019-05-26 07:00,14.6,,.6,230,100,16.5,14.5,998.2,1017.8,0,,,,7,7,,61,512,,,16.5,,,,
174,2019-05-26 08:00,18.7,,.5,110,85,18.3,16.1,998.2,1017.3,.6,,,,6,6,,61,839,,,22.4,,,,
174,2019-05-26 09:00,22.5,,1.2,160,70,19,16.7,997.7,1016.6,.7,,,,7,7,,62,1150,,,28.8,,,,
174,2019-05-26 10:00,24,,3.9,200,45,13.4,11.3,997.3,1016,.8,,,,7,7,,62,1767,,,30.6,,,,
174,2019-05-26 11:00,24.7,,5,160,42,13,10.9,997.1,1015.9,1,,,,7,7,,65,1884,,,33.8,,,,
174,2019-05-26 12:00,25.4,,4,200,34,10.9,8.3,997,1015.8,1,,,,6,4,,61,1760,,,36.8,,,,
174,2019-05-26 13:00,25.2,,3.8,180,25,8,3.7,996.9,1015.7,1,,,,6,0,,,1918,,,36.2,,,,
174,2019-05-26 14:00,25.1,,3.8,140,43,13.7,11.6,996.3,1015.1,1,,,,,0,,,1887,,,37.3,,,,
174,2019-05-26 15:00,24,,3,140,64,19,16.7,996.2,1014.9,.6,,,,8,2,,65,1807,,,32.8,,,,
174,2019-05-26 16:00,22.5,,4.1,200,75,20.4,17.8,995.6,1014.5,0,,,,10,1,,8,1442,,,27.6,,,,
174,2019-05-26 17:00,21.7,,3.9,140,81,20.9,18.2,995.2,1014.1,0,,,,10,0,,,1492,,,24.4,,,,
174,2019-05-26 18:00,21.2,,3.5,140,82,20.5,17.9,995,1014,0,,,,10,9,,49,1567,,,22.3,,,,
174,2019-05-26 19:00,20.7,,3.4,140,86,20.9,18.2,994.8,1013.8,0,,,,10,2,,5,1399,,,20.5,,,,
174,2019-05-26 20:00,20.4,,2.5,140,87,20.8,18.1,994.7,1013.8,0,,,,10,6,,6,1307,,,19.9,,,,
174,2019-05-26 21:00,20.4,,2.6,140,86,20.5,17.9,994.8,1013.9,,,,,10,4,,8,1411,,,19.6,,,,
174,2019-05-26 22:00,19.7,.2,3.3,110,93,21.3,18.5,995.3,1014.5,,,,,10,7,,5,910,,,19.1,,,,
174,2019-05-26 23:00,19.2,.6,3.1,110,95,21,18.3,994.9,1013.9,,,,,10,6,,7,1024,,,18.8,,,,
174,2019-05-27 00:00,19,.1,2,140,96,21,18.3,993.9,1012.9,,,,,,7,,5,1069,,,18.9,,,,
174,2019-05-27 01:00,19.4,.1,3.3,140,92,20.6,18,992.6,1011.6,,,,,10,1,,5,1179,,,18.6,,,,
174,2019-05-27 02:00,19.3,.5,3.3,140,94,21,18.3,992.1,1011.1,,,,,10,6,,12,988,,,18.5,,,,
174,2019-05-27 03:00,19.2,.7,3.3,140,97,21.6,18.7,991.3,1010.3,,,,,10,6,,5,755,,,18.6,,,,
174,2019-05-27 04:00,19,1.9,3.9,140,99,21.7,18.8,990.7,1009.7,,,,,10,9,,4,609,,,18.5,,,,
174,2019-05-27 05:00,18.3,3.5,7.6,140,95,19.9,17.4,990.3,1009.3,,,,,10,10,,3,527,,,17.8,,,,
174,2019-05-27 06:00,18.4,3.6,6.2,140,96,20.2,17.7,989.6,1008.6,0,,,,10,10,,3,544,,,17.9,,,,
174,2019-05-27 07:00,18.3,2,5.3,140,99,20.8,18.1,988.7,1007.7,0,,,,10,10,,3,420,,,18.2,,,,
174,2019-05-27 08:00,19.2,6.4,8.3,140,97,21.6,18.7,988,1006.9,0,,,,10,10,,3,466,,,18.7,,,,
174,2019-05-27 09:00,18.9,9.3,6.2,140,100,21.7,18.8,987.7,1006.6,0,,,,10,10,,3,488,,,19,,,,
174,2019-05-27 10:00,18.9,7,3.1,140,100,21.7,18.8,987.3,1006.2,0,,,,10,10,,3,412,,,19.4,,,,
174,2019-05-27 11:00,20.2,6.7,2.6,180,99,23.4,20,987.2,1006.1,0,,,,10,10,,3,492,,,20.4,,,,
174,2019-05-27 12:00,19.9,1.1,3,180,100,23.1,19.8,986.9,1005.9,0,,,,10,10,,3,303,,,20.7,,,,
174,2019-05-27 13:00,20.3,.6,3.1,200,99,23.5,20.1,986.4,1005.3,0,,,,9,5,,3,460,,,22.7,,,,
174,2019-05-27 14:00,19.9,.1,3.8,180,100,23.1,19.8,986.2,1005.2,0,,,,,10,,2,1184,,,21.9,,,,
174,2019-05-27 15:00,19.6,.1,2.4,180,100,22.7,19.5,986.1,1005.1,0,,,,,10,,3,1235,,,21.5,,,,
174,2019-05-27 16:00,19.9,,.9,180,100,23.1,19.8,986,1005,0,,,,,10,,3,1433,,,21.2,,,,
174,2019-05-27 17:00,20.1,.1,1.2,180,100,23.4,20,985.8,1004.7,0,,,,9,9,,3,1420,,,21,,,,
174,2019-05-27 18:00,19.2,.1,2.5,320,100,22.1,19.1,986.1,1005,0,,,,10,10,,2,622,,,20.2,,,,
174,2019-05-27 19:00,18.2,.2,1.4,320,100,20.8,18.1,986.8,1005.8,0,,,,,10,,4,1698,,,19.3,,,,
174,2019-05-27 20:00,18,,2.2,320,98,20.1,17.6,987.2,1006.2,0,,,,,9,,3,2000,,,18.8,,,,
174,2019-05-27 21:00,16.3,,4.3,320,99,18.3,16.1,988,1007.2,,,,,,10,,3,1113,,,17.6,,,,
174,2019-05-27 22:00,15.8,,4.6,320,97,17.4,15.3,988.5,1007.8,,,,,,10,,3,1635,,,16.7,,,,
174,2019-05-27 23:00,15.2,,1.9,320,89,15.3,13.3,988.5,1007.8,,,,,,2,,5,2000,,,15.1,,,,
174,2019-05-28 00:00,14.2,,1.4,140,94,15.2,13.2,989.2,1008.6,,,,,,8,,,1750,,,15,,,,
174,2019-05-28 01:00,13.3,,4.5,20,86,13.1,11,989.6,1009,,,,,,3,,7,1796,,,13.6,,,,
174,2019-05-28 02:00,12.9,,3.2,320,87,12.9,10.7,989.9,1009.4,,,,,,4,,,1744,,,12.9,,,,
174,2019-05-28 03:00,12.7,,2.5,320,89,13,10.9,990.6,1010.1,,,,,,6,,11,1643,,,12.6,,,,
174,2019-05-28 04:00,12.8,,3.9,320,89,13.1,11,990.5,1010,,,,,,5,,76,1482,,,12.2,,,,
174,2019-05-28 05:00,12.5,,4.2,290,90,12.9,10.8,990.6,1010.1,,,,,,1,,74,1606,,,11.7,,,,
174,2019-05-28 06:00,12.6,,5.8,290,87,12.6,10.4,991,1010.5,0,,,,,8,,76,1766,,,12,,,,
174,2019-05-28 07:00,12.8,,3.4,290,87,12.8,10.6,991.8,1011.3,0,,,,,3,,73,1825,,,13.4,,,,
174,2019-05-28 08:00,14.1,,3.2,270,79,12.7,10.5,992.5,1011.9,.2,,,,,2,,75,1857,,,16.5,,,,
174,2019-05-28 09:00,16.2,,2.8,290,70,12.9,10.7,992.2,1011.5,.9,,,,,0,,,1698,,,21.5,,,,
174,2019-05-28 10:00,16.7,,4.9,290,61,11.6,9.1,992.2,1011.4,.6,,,,,0,,,1885,,,20.6,,,,
174,2019-05-28 11:00,17.5,,3.9,320,57,11.3,8.8,992.5,1011.7,.5,,,,8,0,,,1921,,,21.5,,,,
174,2019-05-28 12:00,20.3,,3.1,320,48,11.4,8.9,992,1011,.9,,,,6,0,,,2000,,,26.1,,,,
174,2019-05-28 13:00,21.5,,4,320,41,10.4,7.6,991.9,1010.8,.8,,,,7,0,,,1992,,,28.8,,,,
174,2019-05-28 14:00,22.1,,4.1,340,39,10.3,7.4,991.6,1010.4,1,,,,7,4,,62,1996,,,29.1,,,,
174,2019-05-28 15:00,22.1,,4.1,320,43,11.4,8.9,991.6,1010.4,1,,,,6,6,,59,1241,,,28.3,,,,
174,2019-05-28 16:00,22.7,,3,320,42,11.6,9.1,991.6,1010.4,.9,,,,6,0,,,1884,,,28.3,,,,
174,2019-05-28 17:00,22.2,,3.3,320,45,11.9,9.6,991.6,1010.4,1,,,,4,4,,58,1912,,,24.7,,,,
174,2019-05-28 18:00,20.1,,2.9,320,52,12.2,9.9,991.6,1010.6,.8,,,,5,1,,66,1970,,,19.7,,,,
174,2019-05-28 19:00,19.4,,2,340,54,12.1,9.8,992,1010.9,.7,,,,7,1,,,1950,,,17.7,,,,
174,2019-05-28 20:00,17.1,,1.7,320,66,12.8,10.6,992.3,1011.5,0,,,,7,0,,,1977,,,15.6,,,,
174,2019-05-28 21:00,14.5,,.6,250,79,12.9,10.8,992.5,1011.9,,,,,6,0,,,1992,,,14.6,,,,
174,2019-05-28 22:00,12.4,,.3,0,86,12.4,10.1,992.9,1012.5,,,,,3,0,,,1943,,,13.3,,,,
174,2019-05-28 23:00,11.1,,.4,0,92,12.1,9.8,992.9,1012.6,,,,,3,0,,,1949,,,12.3,,,,
174,2019-05-29 00:00,10.1,,.7,90,97,11.9,9.6,992.8,1012.6,,,,,1,0,,,1822,,,11.6,,,,
174,2019-05-29 01:00,10.3,,1,200,92,11.5,9,992.5,1012.3,,,,,6,0,,,1871,,,11.1,,,,
174,2019-05-29 02:00,12.8,,2.4,270,69,10.2,7.2,992.2,1011.7,,,,,6,0,,,2000,,,10.8,,,,
174,2019-05-29 03:00,12.3,,.9,180,65,9.2,5.8,992.1,1011.7,,,,,5,0,,,2000,,,10.5,,,,
174,2019-05-29 04:00,10.3,,.3,0,81,10.1,7.1,992.4,1012.2,,,,,0,0,,,2000,,,10,,,,
174,2019-05-29 05:00,8.9,,.5,110,93,10.6,7.8,992.8,1012.7,,,,,1,0,,,1940,,,9.6,,,,
174,2019-05-29 06:00,8.2,,.1,0,97,10.5,7.7,992.8,1012.7,0,,,,1,0,,,1837,,,9.8,,,,
174,2019-05-29 07:00,11.6,,.3,0,83,11.3,8.8,993,1012.7,.2,,,,1,0,,,1583,,,11.3,,,,
174,2019-05-29 08:00,16.4,,.5,140,69,12.8,10.6,993.1,1012.4,.9,,,,0,0,,,1863,,,17.4,,,,
174,2019-05-29 09:00,20.5,,1,140,54,12.9,10.8,992.7,1011.7,.9,,,,0,0,,,1558,,,24,,,,
174,2019-05-29 10:00,22.6,,3,340,39,10.6,7.9,992.6,1011.4,.8,,,,3,0,,,1930,,,26.8,,,,
174,2019-05-29 11:00,24.7,,2.2,340,40,12.4,10.1,992.5,1011.2,1,,,,0,0,,,1918,,,30.7,,,,
174,2019-05-29 12:00,26.1,,2.4,340,39,13.1,11,991.8,1010.4,1,,,,0,0,,,1763,,,33.1,,,,
174,2019-05-29 13:00,25.7,,5.9,340,38,12.5,10.3,991.2,1009.8,1,,,,0,0,,,1609,,,30.8,,,,
174,2019-05-29 14:00,26.4,,4.3,340,45,15.5,13.5,990.8,1009.4,1,,,,,0,,,1591,,,32.1,,,,
174,2019-05-29 15:00,26.7,,4.6,320,39,13.6,11.5,990.2,1008.7,1,,,,0,0,,,1574,,,31.3,,,,
174,2019-05-29 16:00,26.8,,3.7,290,41,14.4,12.4,990,1008.5,1,,,,0,0,,,1478,,,30.1,,,,
174,2019-05-29 17:00,26.5,,2.9,320,39,13.5,11.4,989.6,1008.1,1,,,,0,0,,,1541,,,27.3,,,,
174,2019-05-29 18:00,25.8,,3.7,320,36,11.9,9.5,989.9,1008.5,1,,,,0,0,,,1870,,,21.3,,,,
174,2019-05-29 19:00,24.1,,1.8,320,42,12.5,10.3,990.3,1008.9,1,,,,0,0,,,1836,,,18.6,,,,
174,2019-05-29 20:00,20.2,,.5,290,57,13.5,11.4,991.1,1010.1,0,,,,0,0,,,1889,,,16.8,,,,
174,2019-05-29 21:00,17.7,,1.7,290,66,13.3,11.2,991.8,1010.9,,,,,0,0,,,1757,,,15.2,,,,
174,2019-05-29 22:00,16.1,,1.5,290,74,13.5,11.4,992.3,1011.6,,,,,0,0,,,1816,,,14.2,,,,
174,2019-05-29 23:00,14.5,,.3,0,80,13.1,11,992.5,1011.9,,,,,0,0,,,1770,,,13.4,,,,
174,2019-05-30 00:00,13.1,,.5,250,89,13.4,11.3,992.9,1012.4,,,,,0,0,,,1459,,,12.6,,,,
174,2019-05-30 01:00,11.9,,.4,0,96,13.3,11.2,992.8,1012.4,,,,,0,0,,,1290,,,12.1,,,,
174,2019-05-30 02:00,11,,.8,160,99,12.9,10.8,993.3,1013,,,,,0,0,,,1193,,,11.5,,,,
174,2019-05-30 03:00,10.9,,.5,290,99,12.9,10.7,993.2,1013,,,,,1,0,,,1154,,,11.1,,,,
174,2019-05-30 04:00,10.1,,.5,20,100,12.3,10,993.3,1013.1,,,,,5,0,,,791,,,11.1,,,,
174,2019-05-30 05:00,10,,.3,0,100,12.2,9.9,993.2,1013,,,,,7,0,,,739,,,10.9,,,,
174,2019-05-30 06:00,10.5,,.2,0,100,12.6,10.4,993.6,1013.4,0,,,,7,0,,,741,,,11.6,,,,
