unemp,hours,income,age,education
3,836,298,32,14
4,2624,162,40,9
4,1015,180,26,12
4,3072,221,33,12
4,2500,533,41,11
5,604,449,41,12
5,2000,240,22,12
5,2040,110,38,16
5,1194,124,37,13
5,0,77,55,8
5,1600,260,26,11
5,780,93,49,3
5,0,93,30,11
2,2856,280,36,12
5,0,156,59,9
6,1973,70,25,12
5,1923,80,30,12
7,0,155,41,10
3,1995,412,28,16
4,2100,140,26,12
4,1880,120,34,12
4,786,506,38,16
4,1506,58,63,3
4,1299,105,34,12
4,2062,331,35,15
4,1806,220,21,14
4,0,1130,43,12
4,1400,15,18,12
4,1936,303,42,12
8,1506,193,58,13
8,0,136,55,12
2,1296,163,23,14
11,1340,222,38,17
7,1446,110,33,12
6,1247,81,20,12
5,1996,237,29,12
6,1880,150,52,10
6,2016,270,39,12
8,0,132,35,8
8,0,120,31,8
4,1916,297,34,16
4,0,48,58,12
5,200,140,26,9
5,161,153,32,12
4,1796,140,39,12
5,1764,130,29,11
7,0,271,29,11
7,0,150,31,10
5,1875,141,59,7
4,1920,542,41,17
11,1562,161,39,11
6,468,48,37,12
7,1560,218,24,9
6,1912,300,31,12
7,1798,130,29,15
5,1960,272,32,14
4,0,330,30,16
3,1152,1298,60,12
3,0,312,27,12
3,1944,486,33,16
3,2182,235,26,13
2,2080,88,38,17
2,1100,531,37,11
5,105,807,30,13
6,1940,270,39,14
3,0,552,25,12
4,0,700,32,14
3,816,315,29,12
3,1228,262,27,16
5,2040,101,27,12
5,0,56,26,16
5,1075,86,47,11
9,1920,480,32,14
9,1956,350,30,11
9,1080,121,26,13
5,0,413,48,12
2,2862,166,31,17
4,2080,223,28,16
5,1822,480,43,12
4,1940,361,30,12
5,0,439,36,12
6,1536,143,32,17
5,1840,92,35,12
3,2223,316,40,14
6,2040,200,38,12
3,1960,280,23,16
4,1713,310,53,11
4,1484,250,32,15
4,2000,180,28,12
4,0,181,41,10
4,624,165,63,5
4,516,140,31,12
6,522,200,20,12
4,1038,354,46,12
4,1610,350,25,11
6,756,313,30,14
6,1312,93,24,12
6,696,125,29,16
6,2220,261,33,16
6,0,360,29,13
5,744,267,24,13
9,535,255,31,13
9,0,195,29,11
9,0,124,29,12
9,650,279,33,12
9,184,13,24,11
9,60,6,51,11
3,2000,398,41,13
7,592,174,32,10
7,27,236,32,14
7,184,143,59,6
7,2175,249,33,12
5,1048,174,58,11
5,1100,82,27,12
5,980,144,41,11
5,1536,230,40,12
6,0,15,25,12
6,455,112,26,12
6,1815,251,35,12
6,2040,27,40,14
6,1920,252,36,13
5,1376,300,23,9
5,410,101,19,9
5,2397,825,50,12
5,2269,210,23,12
7,2040,210,22,10
7,1176,92,21,12
7,0,282,53,5
7,360,41,18,9
3,0,333,33,8
3,899,153,24,12
3,880,67,55,3
6,0,601,46,11
6,0,383,57,11
6,376,226,23,11
3,2000,330,36,12
9,2548,180,49,14
5,1664,350,31,12
6,0,232,19,9
3,1656,253,38,10
3,1200,97,18,12
4,607,170,47,12
4,1592,206,24,12
5,2448,100,30,12
5,1939,135,30,14
5,2040,260,32,10
6,1920,171,35,12
2,3149,254,32,10
4,2080,112,39,11
3,1880,560,39,17
3,1877,350,31,14
5,0,76,64,6
2,1938,436,35,15
4,2008,340,27,12
9,1915,160,23,12
4,670,146,32,12
7,2060,321,32,7
7,1984,96,53,8
7,1983,180,33,12
7,0,150,27,11
6,1351,101,33,12
6,2044,265,35,12
6,1860,100,29,13
9,2560,173,39,9
9,0,250,28,13
5,648,230,47,13
6,1960,277,28,16
5,0,89,38,12
4,1190,113,27,10
7,1904,160,34,11
4,2332,102,51,11
8,0,547,54,10
8,0,62,28,13
6,1896,240,29,12
6,0,373,58,11
4,975,360,23,14
3,822,120,23,14
8,0,350,30,16
5,1392,380,27,14
5,0,197,32,15
7,1960,50,34,17
9,2016,466,32,16
9,2024,15,23,12
4,1850,150,37,12
6,0,268,35,9
6,0,215,32,12
7,1716,130,47,12
6,621,190,35,15
6,0,27,31,11
3,663,660,40,17
6,1336,333,40,17
6,2000,212,29,12
6,1730,306,36,12
3,1976,70,21,12
6,1980,150,34,11
7,0,142,36,11
5,2542,169,32,14
6,1021,170,28,12
6,1874,235,25,12
4,1840,133,25,15
5,0,123,44,11
5,0,49,24,12
5,0,124,37,8
5,1505,122,21,12
5,0,137,28,11
4,2400,203,37,11
6,76,93,25,12
5,1504,169,33,15
5,1880,384,39,12
5,1920,320,42,12
6,1646,263,36,17
6,2010,595,42,12
6,415,210,23,11
9,1392,18,36,8
5,2000,32,60,9
5,2361,60,20,11
5,2160,36,37,12
7,2000,200,44,14
6,2055,391,51,16
13,1984,333,39,12
4,0,172,26,13
3,1376,200,33,14
4,2805,28,51,12
5,756,450,33,17
8,2060,73,45,8
8,2100,85,42,9
8,0,70,22,12
6,0,31,26,8
6,2000,30,31,12
6,2916,23,23,14
6,520,147,25,10
6,0,154,31,11
6,532,62,23,11
6,708,90,28,15
9,1813,95,29,11
6,2064,160,34,12
11,2040,16,53,0
5,0,44,32,12
5,2096,61,28,10
6,0,127,64,6
6,1828,130,30,17
3,0,240,35,12
10,1560,109,43,16
10,0,230,43,10
6,0,271,47,10
10,0,202,28,12
6,0,177,58,10
5,1743,110,46,11
4,1771,413,32,17
3,1920,365,36,15
6,0,84,39,10
6,0,419,57,10
5,2080,40,27,9
7,0,103,31,10
7,2016,110,35,12
7,0,52,64,7
7,2046,261,22,12
7,0,290,38,12
7,0,144,55,9
7,312,133,25,12
7,51,395,44,11
7,2000,510,37,12
7,872,120,22,12
7,1960,165,42,10
5,0,160,36,13
6,0,49,24,12
6,1631,228,48,12
6,1960,134,50,12
6,1528,180,33,12
6,1593,300,35,12
5,0,20,20,10
5,1920,281,48,12
5,2080,220,27,12
2,2732,395,40,14
2,1491,420,35,12
4,1960,167,37,12
4,1683,117,43,7
6,138,43,26,12
8,1040,370,30,17
8,217,64,35,12
7,1930,196,40,12
6,0,150,22,13
7,1952,320,34,12
7,48,98,29,8
7,2310,322,38,10
7,2792,247,28,13
7,1863,295,55,10
4,2128,90,37,17
9,1208,230,30,9
9,0,257,25,14
9,920,556,44,16
7,1308,6,41,12
8,0,299,25,12
5,1985,510,49,12
4,1912,78,39,13
4,334,83,20,13
11,1824,460,34,16
11,0,82,58,9
11,0,91,23,12
11,1848,85,34,10
9,0,107,50,12
6,0,542,45,12
6,2384,322,34,12
5,0,265,29,12
5,1312,130,31,12
5,1932,197,37,12
11,0,125,61,12
2,1760,98,26,13
6,0,350,28,12
5,2180,222,23,15
5,1241,272,27,12
5,0,250,52,12
5,1512,90,25,12
5,1650,164,29,14
5,40,175,43,11
5,0,168,25,14
5,2999,148,27,15
11,0,132,56,10
4,1800,159,33,11
3,245,130,18,9
3,1898,203,26,11
8,344,210,27,13
6,0,529,40,14
5,2480,70,27,17
6,1442,175,39,12
4,1840,494,42,12
5,1920,145,21,12
7,0,80,25,13
7,0,271,58,6
7,1943,250,27,12
5,0,190,33,12
9,1960,250,47,11
9,1928,260,25,14
9,2344,93,25,12
9,1922,120,25,14
4,0,154,34,12
5,1424,300,28,12
4,800,83,45,9
5,0,382,45,12
6,0,70,26,10
6,428,255,32,8
6,2600,230,30,14
9,348,170,55,12
8,972,64,46,8
8,0,300,27,12
8,1936,200,23,12
6,1304,320,31,15
8,1960,171,28,15
9,0,337,56,14
21,0,170,27,12
5,1952,276,33,13
6,492,85,21,11
6,1940,106,21,12
6,0,250,47,9
4,2084,205,50,7
4,2072,128,30,9
4,1916,160,26,12
4,0,1,28,10
7,2920,130,23,12
5,1912,168,31,14
6,1888,262,32,11
11,1828,318,52,3
11,1776,140,28,12
6,0,206,50,8
6,1754,110,23,14
6,1290,144,55,12
4,520,173,25,13
7,2205,138,30,13
7,735,440,33,12
7,172,146,21,12
5,1944,258,44,12
7,941,140,18,11
6,2607,171,57,16
6,1927,210,26,14
6,2014,120,27,15
5,0,52,21,12
5,0,107,37,10
5,2140,53,39,14
5,1581,411,44,12
5,2024,380,26,13
5,1138,664,52,16
6,0,312,57,12
6,1928,0,31,14
2,1972,513,56,12
2,1976,280,33,16
3,1960,213,29,14
6,1616,150,29,12
6,2064,390,52,12
6,2022,304,30,12
6,1928,0,56,12
6,1754,141,34,17
6,2072,330,25,14
6,2500,157,29,12
3,1832,1260,33,16
7,2000,230,56,12
7,1752,114,24,16
7,0,184,27,9
6,2000,290,26,10
7,1862,415,46,9
7,90,235,24,10
5,160,130,29,14
5,1887,53,27,10
5,0,301,21,8
5,822,177,25,9
5,0,108,19,10
8,2242,608,40,17
6,0,382,58,11
6,3305,176,33,16
6,1968,68,24,12
6,346,0,23,12
6,2045,130,33,13
5,1965,300,38,14
5,1107,156,28,14
5,360,183,49,9
5,1543,220,34,14
5,1820,291,26,13
3,0,130,25,12
7,0,143,26,11
7,0,365,22,11
10,17,408,36,12
10,0,379,36,15
10,0,120,22,12
7,1960,135,24,13
7,211,109,20,11
5,0,142,58,0
5,440,381,28,14
5,1507,418,27,13
5,1632,393,38,12
5,0,163,46,4
8,733,160,36,9
3,2272,320,39,10
5,0,381,42,6
4,2000,303,38,12
3,1649,155,32,12
4,1645,180,30,12
6,0,247,63,0
9,2112,223,26,12
6,1248,75,62,7
6,1912,270,41,12
2,1930,370,54,11
5,0,550,33,12
3,0,232,57,12
9,826,76,29,12
5,0,103,41,10
4,1528,79,24,12
4,1850,305,26,16
7,0,342,30,12
5,744,271,25,16
6,0,441,40,10
4,0,350,49,10
5,15,16,22,10
5,2040,140,38,12
6,1512,489,49,13
9,462,50,23,12
3,1467,642,56,12
3,0,860,34,12
6,1182,203,36,16
6,2000,391,54,8
3,2100,325,29,12
3,2000,310,38,12
6,2040,454,39,16
6,1715,76,25,12
5,1536,327,21,12
5,1970,615,44,16
7,1780,624,39,12
5,2259,395,27,12
5,2141,459,52,12
6,1768,146,22,12
5,1246,325,35,12
7,2080,529,37,12
5,0,214,57,11
6,0,95,47,6
5,185,250,30,9
5,0,83,18,7
6,0,260,25,11
6,0,323,34,12
6,1960,199,32,13
11,1518,520,35,16
6,2296,431,34,12
4,0,430,40,12
4,1976,300,30,14
6,1736,270,41,12
5,955,42,29,16
5,608,62,48,6
5,59,52,29,5
5,0,251,37,11
5,1514,225,34,17
5,1268,191,27,15
4,581,70,22,12
3,2160,176,31,14
6,1715,140,27,12
6,200,400,29,16
7,0,370,34,13
7,0,124,60,7
7,1681,70,25,12
7,1587,188,38,12
6,0,54,64,4
5,1688,271,42,14
4,1051,287,40,12
7,1872,15,52,8
7,0,48,24,8
5,963,40,24,15
9,1960,770,40,17
7,0,729,29,16
5,790,211,25,13
5,0,323,55,12
5,0,200,33,12
5,0,120,25,12
5,1735,321,31,12
9,1968,304,29,12
9,0,154,32,11
2,1928,480,39,12
6,1560,97,24,12
6,1545,10,29,12
7,1944,561,41,15
3,2165,251,21,12
5,0,288,58,10
5,2115,50,37,12
5,255,345,32,12
4,1868,200,27,14
4,1913,173,29,16
4,1760,386,48,12
5,563,333,28,14
4,0,200,33,12
4,1648,378,54,11
2,2070,91,20,12
4,2020,80,49,8
4,1960,210,33,12
4,2000,130,27,12
4,1984,40,62,9
4,1742,195,35,12
6,2050,280,26,12
4,1880,270,31,12
11,1040,100,48,10
5,1297,260,21,14
4,1092,270,53,12
8,880,316,27,12
9,2500,175,23,16
4,1883,-139,25,15
8,0,416,41,12
11,876,33,64,5
9,2104,129,32,12
9,1300,156,42,14
9,0,130,46,7
9,1368,50,31,12
9,595,36,33,13
9,2722,109,31,13
9,500,365,37,17
9,1960,214,39,14
9,1376,285,37,16
8,1908,205,32,14
9,0,200,43,11
9,0,76,58,10
9,524,295,35,12
9,1736,69,27,12
9,1296,194,26,12
9,0,152,55,10
9,2000,220,31,12
9,1950,116,30,8
12,0,123,25,11
9,300,264,26,12
9,1984,525,40,14
9,0,175,62,12
9,261,96,19,12
4,1900,8,53,9
9,2024,313,25,13
11,0,94,25,12
11,1146,70,58,13
11,2162,80,29,11
11,906,137,49,9
5,528,90,21,12
11,1837,80,28,12
4,1960,160,27,15
4,1792,142,35,13
4,1888,170,27,17
7,0,280,57,5
4,0,730,31,9
3,2732,32,30,13
11,400,280,22,15
5,688,324,40,12
5,0,43,27,12
3,2008,152,29,13
6,1560,110,24,13
5,1269,220,24,14
5,196,506,31,12
4,1960,370,28,15
4,1960,70,32,10
11,968,145,21,12
6,0,244,43,12
7,2040,122,24,12
7,1712,73,28,13
4,2340,565,46,12
4,1967,111,20,12
4,0,113,27,12
6,2000,3,33,15
6,0,191,55,10
2,2096,240,41,12
6,1664,135,25,12
8,2040,270,31,12
6,612,220,31,9
7,0,390,61,6
6,1840,1430,30,17
3,2389,300,28,12
3,0,150,22,10
7,0,88,43,11
7,970,90,18,10
5,558,1168,43,16
6,0,300,33,10
3,1040,191,38,12
6,2218,761,38,15
8,0,66,62,7
6,760,195,21,12
3,2080,142,24,16
8,756,764,40,16
6,1911,132,27,13
6,1456,689,46,11
3,0,374,47,12
6,0,300,44,11
6,738,210,25,12
6,1565,144,25,13
6,2024,120,27,12
6,0,87,44,11
3,1816,317,24,12
6,622,350,24,10
5,0,46,26,8
21,0,95,23,8
4,1960,806,43,12
4,1512,430,21,12
5,362,286,42,12
6,72,265,49,8
6,0,46,29,12
5,1280,80,29,12
6,1960,752,38,12
7,1908,172,36,14
7,0,192,35,13
5,1500,302,36,12
6,0,1105,38,16
5,1927,302,24,12
6,2000,276,46,12
2,1982,320,42,14
8,0,150,26,12
3,0,260,51,9
6,2346,82,29,12
3,1200,96,19,12
6,0,285,61,9
6,2000,422,52,12
6,1040,222,33,11
6,2201,60,21,12
6,1872,175,30,12
7,0,209,46,12
3,1610,483,43,17
6,0,76,64,11
4,0,112,62,10
4,1761,121,49,9
4,600,170,29,8
4,2310,30,26,12
4,1880,113,25,11
4,1560,115,47,11
4,936,61,37,12
16,301,120,39,12
7,0,64,62,10
7,0,153,24,13
6,129,158,26,12
9,0,276,37,11
5,0,190,26,9
7,0,230,36,10
4,1763,129,22,12
5,2000,661,42,16
4,0,1028,39,15
2,0,80,40,11
4,1736,386,29,16
4,1560,116,33,14
4,1720,215,27,12
4,696,80,32,14
4,2000,29,44,12
4,125,332,30,12
4,1719,215,33,17
6,2050,201,28,13
9,0,150,25,11
9,2040,145,52,9
9,0,200,30,12
5,1900,230,40,17
7,1056,158,54,12
7,648,200,37,13
6,0,148,52,6
5,520,218,27,8
5,1766,81,25,13
5,507,415,36,13
5,1008,330,32,16
5,2004,350,31,13
5,967,387,37,17
5,0,181,28,16
3,1224,310,37,11
5,0,200,30,14
5,1468,180,30,16
9,0,88,33,12
13,0,200,35,6
17,0,260,30,12
9,600,0,37,12
17,0,70,32,9
17,0,93,61,0
17,0,50,40,6
17,1536,348,36,17
17,1283,170,30,10
17,0,220,53,10
9,1781,498,40,16
5,1972,212,42,16
5,1813,912,45,17
4,1631,530,40,16
11,1972,182,33,12
8,0,880,35,16
8,1442,290,38,15
4,1828,186,26,13
5,424,330,29,12
5,1748,230,27,13
5,1880,330,58,12
5,1168,360,19,11
5,2160,431,34,12
12,1388,72,43,12
5,0,229,31,13
4,1784,151,44,11
4,0,80,62,10
4,370,120,21,12
4,0,140,27,13
4,1552,421,39,13
5,0,139,36,12
5,0,453,52,11
5,0,471,51,12
3,1612,230,19,12
5,2080,230,25,12
5,1785,136,33,12
5,0,165,40,12
4,0,320,43,7
4,2010,270,46,12
4,0,58,64,5
7,264,151,46,11
9,1020,200,33,12
9,1984,120,31,12
9,0,150,64,9
9,344,369,42,11
9,0,70,23,13
6,784,301,25,15
9,1938,409,37,9
